,loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,repay_fail,credit_age_yrs
6609,5000,36 months,14.18,3 years,RENT,43000,Not Verified,Mar-08,debt_consolidation,537xx,WI,10.38,0,Feb-96,1,6,0,9168,0.89,22,0,12.12087912
6610,12000,36 months,10.59,< 1 year,RENT,50000,Source Verified,Aug-11,debt_consolidation,927xx,CA,18.58,0,Feb-96,0,4,0,7049,0.801,22,0,15.54945055
6611,5000,36 months,6.03,2 years,MORTGAGE,72000,Not Verified,Nov-11,major_purchase,347xx,FL,10.58,0,Aug-00,0,8,0,238,0.009,16,0,11.28846154
6612,6200,36 months,7.9,< 1 year,OWN,15000,Source Verified,Nov-11,major_purchase,325xx,FL,7.6,0,Mar-07,0,7,0,1670,0.124,10,0,4.686813187
6613,2000,36 months,11.99,5 years,MORTGAGE,64800,Not Verified,Aug-11,credit_card,935xx,CA,5.81,0,Nov-05,0,8,0,17864,0.693,10,0,5.766483516
6614,2100,36 months,13.43,5 years,RENT,60000,Source Verified,Feb-11,other,606xx,IL,16.2,0,Sep-00,2,6,0,1389,0.926,15,0,10.4532967
6615,5000,36 months,17.19,< 1 year,RENT,15000,Source Verified,Jun-11,car,554xx,MN,4.64,0,Dec-07,0,4,0,2020,0.808,7,0,3.510989011
6616,15000,36 months,7.49,5 years,MORTGAGE,70000,Source Verified,Jun-11,credit_card,600xx,IL,10.44,0,Oct-00,1,12,0,1855,0.036,25,0,10.70054945
6617,20000,36 months,11.12,2 years,RENT,60000,Verified,Sep-10,debt_consolidation,070xx,NJ,13.9,0,Aug-91,3,14,0,28300,0.595,35,1,19.1510989
6618,2400,36 months,9.91,10+ years,MORTGAGE,91000,Not Verified,Oct-11,major_purchase,553xx,MN,10.95,1,Jan-90,1,17,0,27777,0.32,39,0,21.82142857
6619,5000,36 months,12.99,2 years,OWN,38000,Not Verified,May-11,debt_consolidation,562xx,MN,24.51,0,Feb-95,0,20,0,17235,0.952,26,1,16.29945055
6620,15000,60 months,13.49,10+ years,MORTGAGE,54000,Not Verified,Dec-11,debt_consolidation,707xx,LA,21.6,0,Jan-99,1,7,0,22800,0.724,25,0,12.95879121
6621,5000,36 months,15.27,1 year,MORTGAGE,60000,Not Verified,Oct-11,home_improvement,150xx,PA,11.72,1,Sep-90,3,12,1,8477,0.828,25,0,21.15384615
6622,7500,36 months,5.79,3 years,RENT,60000,Source Verified,Mar-11,debt_consolidation,112xx,NY,15.56,0,Mar-99,0,13,0,2926,0.09,45,0,12.04120879
6623,4200,36 months,14.61,1 year,RENT,76000,Not Verified,Oct-09,educational,915xx,CA,15.28,0,Feb-99,0,11,0,15578,0.911,19,0,10.70054945
6624,3000,36 months,11.72,10+ years,MORTGAGE,55200,Not Verified,Feb-08,debt_consolidation,850xx,AZ,12.85,0,Sep-00,1,10,0,15680,0.896,14,0,7.442307692
6625,7500,36 months,15.37,< 1 year,RENT,35004,Source Verified,Apr-09,debt_consolidation,080xx,NJ,24.61,0,Jun-05,1,6,0,1685,0.383,6,0,3.846153846
6626,17000,36 months,10,< 1 year,RENT,95000,Verified,Jan-11,major_purchase,068xx,CT,18.97,0,Dec-01,0,13,0,9419,0.212,24,0,9.115384615
6627,10000,36 months,5.79,10+ years,RENT,40000,Not Verified,Dec-10,debt_consolidation,018xx,MA,16.8,0,Mar-96,0,7,0,8164,0.274,14,0,14.8021978
6628,6250,36 months,10.25,10+ years,MORTGAGE,28800,Not Verified,Mar-10,debt_consolidation,342xx,FL,18.04,0,Aug-90,0,5,0,14863,0.817,17,0,19.64835165
6629,10800,36 months,10.36,2 years,RENT,56004,Not Verified,Nov-10,debt_consolidation,011xx,MA,13.99,0,Nov-00,1,11,0,7983,0.719,15,0,10.03296703
6630,15000,36 months,16.77,10+ years,RENT,42000,Verified,Dec-11,debt_consolidation,543xx,WI,19.63,0,Aug-01,2,10,0,8238,0.749,38,1,10.36813187
6631,15000,36 months,13.49,4 years,MORTGAGE,120000,Source Verified,Nov-11,debt_consolidation,750xx,TX,0.66,0,Aug-96,0,2,0,73,0.008,16,0,15.3021978
6632,15000,36 months,13.47,7 years,MORTGAGE,135000,Verified,Jan-09,small_business,762xx,TX,12.18,0,Oct-99,1,18,0,65230,0.689,38,0,9.285714286
6633,19000,60 months,18.3,10+ years,RENT,39562,Not Verified,May-10,debt_consolidation,917xx,CA,14.23,0,Nov-82,0,7,0,11029,0.685,16,0,27.59065934
6634,18000,36 months,7.88,3 years,MORTGAGE,95000,Not Verified,Jun-10,credit_card,802xx,CO,21.5,0,Oct-99,1,17,0,67283,0.616,37,0,10.7032967
6635,15000,60 months,16.59,10+ years,MORTGAGE,173000,Source Verified,Jun-11,home_improvement,481xx,MI,7.47,0,Jan-94,4,11,0,22835,0.097,33,0,17.47252747
6636,16750,36 months,20.11,10+ years,RENT,94000,Verified,Jul-09,small_business,103xx,NY,5.36,3,Jan-98,3,7,0,5848,0.243,18,1,11.53571429
6637,5600,60 months,16.45,10+ years,MORTGAGE,35000,Not Verified,Aug-10,debt_consolidation,640xx,MO,6.65,1,Sep-01,0,14,0,5560,0.46,36,0,8.945054945
6638,10000,36 months,14.18,4 years,RENT,90000,Not Verified,May-08,credit_card,940xx,CA,20.77,0,Feb-01,0,10,0,59106,0.623,17,0,7.269230769
6639,2100,36 months,13.87,1 year,MORTGAGE,32500,Not Verified,Jan-08,debt_consolidation,145xx,NY,18.37,0,Nov-97,2,11,0,1935,0.774,23,0,10.20054945
6640,7500,36 months,13.85,5 years,RENT,57600,Not Verified,Jan-10,debt_consolidation,941xx,CA,14.33,0,Dec-98,1,5,0,4955,0.885,9,0,11.12362637
6641,10700,36 months,14.22,< 1 year,MORTGAGE,150000,Not Verified,Mar-10,credit_card,146xx,NY,16.99,0,Sep-98,0,16,0,34682,0.903,37,0,11.53571429
6642,4000,60 months,10.75,2 years,RENT,19200,Not Verified,Jul-10,moving,184xx,PA,12,0,Oct-04,3,9,0,0,0,9,0,5.766483516
6643,14075,36 months,9.91,8 years,MORTGAGE,57468,Source Verified,Nov-11,debt_consolidation,290xx,SC,22.53,0,Dec-97,0,12,0,15244,0.681,33,0,13.96428571
6644,14000,36 months,11.26,< 1 year,RENT,70000,Verified,Dec-08,educational,750xx,TX,1.73,0,Aug-00,3,5,0,7044,0.137,6,0,8.362637363
6645,7200,36 months,6.92,10+ years,MORTGAGE,60000,Verified,Feb-11,credit_card,145xx,NY,24.3,0,Dec-84,1,20,0,10825,0.233,41,0,26.25824176
6646,10000,36 months,10.38,6 years,MORTGAGE,125000,Not Verified,Jun-10,other,760xx,TX,21.89,0,Jun-79,0,9,0,86016,0.812,17,1,31.10714286
6647,24000,60 months,13.61,2 years,RENT,155000,Verified,Jul-10,debt_consolidation,606xx,IL,12.29,0,Aug-03,2,18,0,5335,0.249,20,0,6.93956044
6648,2400,36 months,11.49,7 years,RENT,46800,Source Verified,Oct-10,debt_consolidation,100xx,NY,6.49,0,Nov-99,0,7,0,6825,0.469,9,1,10.9532967
6649,15200,60 months,10.99,6 years,MORTGAGE,50000,Not Verified,May-11,debt_consolidation,032xx,NH,11.59,0,Oct-96,0,5,0,18305,0.645,15,0,14.62912088
6650,12800,36 months,11.48,4 years,RENT,56004,Not Verified,Sep-09,debt_consolidation,212xx,MD,13.33,0,Aug-92,0,11,0,3230,0.264,38,0,17.14285714
6651,11000,36 months,12.98,1 year,RENT,125000,Source Verified,Nov-10,debt_consolidation,201xx,VA,13.55,0,Apr-00,1,16,0,23600,0.641,38,0,10.62087912
6652,14000,60 months,13.49,10+ years,MORTGAGE,72000,Verified,Nov-11,debt_consolidation,180xx,PA,8.65,0,Aug-00,0,8,0,10352,0.734,16,0,11.28846154
6653,15700,36 months,7.9,10+ years,MORTGAGE,58000,Verified,Oct-11,credit_card,922xx,CA,11.42,0,Mar-87,1,8,0,15904,0.505,18,0,24.67032967
6654,15250,60 months,16.32,5 years,RENT,46800,Verified,Aug-10,debt_consolidation,900xx,CA,24.49,0,Sep-04,0,5,0,24157,0.906,8,0,5.934065934
6655,6000,36 months,14.27,9 years,RENT,55000,Verified,Dec-11,debt_consolidation,945xx,CA,24.55,0,Nov-00,0,19,0,7891,0.805,43,0,11.11813187
6656,23000,36 months,6.91,1 year,MORTGAGE,160000,Source Verified,Dec-10,debt_consolidation,856xx,AZ,10.14,0,Oct-95,0,8,0,35911,0.524,27,0,15.21978022
6657,16000,60 months,15.23,7 years,MORTGAGE,45000,Not Verified,Aug-11,small_business,917xx,CA,8.67,0,Jan-06,1,5,0,0,0,9,0,5.598901099
6658,10000,36 months,7.14,< 1 year,MORTGAGE,90000,Not Verified,Aug-10,major_purchase,200xx,DC,7.55,0,Mar-88,0,9,0,1902,0.143,12,0,22.49450549
6659,6000,36 months,15.7,1 year,MORTGAGE,42450,Not Verified,Aug-08,educational,662xx,KS,23.89,0,Sep-02,12,15,0,5361,0.422,19,1,5.936813187
6660,7000,36 months,6.92,1 year,MORTGAGE,54996,Source Verified,Feb-11,other,338xx,FL,19.68,0,Jan-94,0,16,0,8703,0.301,33,0,17.14285714
6661,3600,60 months,15.58,5 years,RENT,46000,Not Verified,Aug-10,other,100xx,NY,19.57,1,Oct-00,0,12,0,7826,0.522,22,1,9.865384615
6662,4800,36 months,5.42,1 year,RENT,45000,Not Verified,Jul-11,credit_card,440xx,OH,10.24,0,Apr-96,1,6,0,1608,0.131,37,0,15.29945055
6663,9000,36 months,5.99,8 years,MORTGAGE,75000,Not Verified,Jun-11,home_improvement,275xx,NC,7.62,0,Oct-97,3,7,0,2630,0.101,27,0,13.71153846
6664,24000,60 months,17.27,10+ years,MORTGAGE,98400,Verified,Oct-11,debt_consolidation,437xx,OH,23.23,0,Jun-94,0,14,0,42791,0.54,44,0,17.39285714
6665,7500,36 months,13.99,2 years,MORTGAGE,85000,Not Verified,Aug-11,home_improvement,432xx,OH,16.67,0,Dec-93,1,10,0,6835,0.899,31,0,17.72527473
6666,19000,36 months,13.72,10+ years,RENT,35576,Verified,Dec-10,credit_card,906xx,CA,13.5,0,Sep-96,0,9,0,11219,0.575,12,0,14.2967033
6667,16000,36 months,8.49,3 years,MORTGAGE,105000,Source Verified,Jul-11,debt_consolidation,743xx,OK,21.74,0,Mar-95,3,12,0,11852,0.644,46,0,16.39010989
6668,4000,36 months,14.27,1 year,RENT,36000,Source Verified,Dec-11,debt_consolidation,925xx,CA,1.37,1,Sep-06,1,4,0,1155,0.481,7,0,5.266483516
6669,6625,36 months,11.22,3 years,RENT,50000,Not Verified,Oct-07,small_business,980xx,WA,18.38,0,Jul-98,1,11,0,113,0.024,21,0,9.282967033
6670,1925,36 months,9.91,7 years,OWN,69600,Not Verified,Nov-11,other,980xx,WA,4.79,0,Aug-95,2,5,1,13846,0.243,13,0,16.30769231
6671,25000,60 months,11.71,10+ years,MORTGAGE,60000,Verified,Dec-11,house,604xx,IL,13.38,0,Mar-98,2,16,0,7414,0.083,26,0,13.79945055
6672,2200,36 months,13.06,3 years,RENT,38400,Source Verified,Mar-11,other,483xx,MI,14.05,0,Oct-96,1,8,0,2696,0.842,24,0,14.46153846
6673,7000,36 months,12.98,4 years,RENT,97000,Verified,Jan-11,credit_card,941xx,WA,17.27,2,Dec-97,0,4,0,0,0,17,0,13.12912088
6674,3000,36 months,7.9,2 years,MORTGAGE,45000,Source Verified,Sep-11,debt_consolidation,662xx,KS,22.58,0,Oct-97,0,8,0,6968,0.345,23,0,13.96428571
6675,3000,36 months,10.62,n/a,OWN,32400,Not Verified,Feb-10,medical,775xx,TX,0.37,0,Dec-77,6,4,0,55,0.002,4,0,32.28021978
6676,30000,36 months,15.62,10+ years,MORTGAGE,125004,Verified,Jun-11,debt_consolidation,290xx,SC,16.07,0,May-92,1,19,0,35178,0.503,34,0,19.14835165
6677,5000,36 months,10.36,4 years,RENT,42100,Not Verified,Oct-10,credit_card,132xx,NY,16.82,0,Dec-99,2,10,1,6042,0.508,20,0,10.87087912
6678,10500,36 months,10.74,6 years,RENT,36000,Source Verified,Apr-11,debt_consolidation,786xx,TX,6.7,0,Mar-98,0,6,0,6283,0.698,11,0,13.12912088
6679,6000,60 months,16.69,2 years,MORTGAGE,60000,Not Verified,Nov-10,credit_card,018xx,MA,3.06,1,Mar-98,5,11,0,4046,0.736,23,0,12.71428571
6680,8000,36 months,7.51,2 years,RENT,45996,Verified,May-10,other,220xx,VA,14.15,0,Jul-94,0,7,0,358,0.009,14,0,15.88736264
6681,6000,36 months,12.69,1 year,RENT,112000,Not Verified,Oct-11,wedding,939xx,CA,16.32,0,Oct-94,0,14,0,27312,0.45,29,0,17.05769231
6682,9600,60 months,17.43,8 years,MORTGAGE,120000,Verified,Nov-10,credit_card,919xx,CA,10.3,0,Jan-91,0,7,0,28531,0.984,16,1,19.9010989
6683,4000,60 months,10.37,7 years,MORTGAGE,59000,Verified,Mar-11,car,247xx,VA,29.15,0,Oct-97,1,15,0,24419,0.364,26,0,13.45879121
6684,6000,36 months,13.47,10+ years,OWN,75000,Not Verified,Jan-09,debt_consolidation,129xx,NY,4.75,0,Dec-93,1,8,0,6684,0.662,19,0,15.13736264
6685,6000,36 months,11.36,2 years,RENT,140000,Source Verified,May-10,home_improvement,117xx,NY,3.61,0,Jul-99,0,5,0,524,0.291,9,0,10.87087912
6686,30000,60 months,11.99,10+ years,MORTGAGE,150000,Verified,Jun-11,debt_consolidation,120xx,NY,21.7,0,Aug-92,0,9,0,24546,0.829,28,0,18.8956044
6687,6000,36 months,10.74,1 year,RENT,56000,Not Verified,Jan-11,debt_consolidation,440xx,OH,18.11,0,Sep-04,0,9,0,8167,0.923,9,0,6.354395604
6688,5000,60 months,10.38,4 years,RENT,16200,Not Verified,Sep-10,moving,551xx,MN,18.07,0,Mar-83,0,6,0,9211,0.822,18,1,27.5989011
6689,14000,60 months,16.77,1 year,RENT,92700,Verified,Sep-11,credit_card,339xx,FL,18.77,0,Nov-93,1,16,0,7114,0.719,41,0,17.89285714
6690,10000,36 months,9.88,7 years,MORTGAGE,70000,Not Verified,Feb-10,small_business,117xx,NY,11.78,0,Aug-94,3,6,0,7875,0.258,24,0,15.55769231
6691,24000,36 months,11.36,7 years,RENT,85000,Not Verified,Mar-10,debt_consolidation,112xx,NY,23.6,0,Apr-90,0,13,0,32085,0.57,26,0,19.98351648
6692,20000,36 months,8.9,4 years,RENT,66000,Source Verified,Oct-11,debt_consolidation,988xx,WA,5.58,0,Aug-03,1,17,0,11051,0.298,30,0,8.195054945
6693,15000,36 months,9.88,5 years,MORTGAGE,66000,Not Verified,Jan-10,other,775xx,TX,7.69,0,Apr-95,0,6,0,8816,0.238,12,0,14.80494505
6694,16000,36 months,10,1 year,RENT,30000,Source Verified,Apr-11,debt_consolidation,217xx,MD,10.24,0,Oct-93,0,5,1,9860,0.481,28,0,17.55769231
6695,10000,36 months,15.27,10+ years,RENT,55000,Source Verified,Dec-11,small_business,104xx,NY,0.89,0,Apr-00,2,8,0,2798,0.181,26,0,11.70604396
6696,7000,36 months,13.61,3 years,RENT,34800,Not Verified,Aug-10,debt_consolidation,926xx,CA,16.48,0,Nov-90,0,11,1,6028,0.597,25,0,19.81593407
6697,21000,36 months,11.48,4 years,MORTGAGE,75000,Not Verified,Jan-10,debt_consolidation,752xx,TX,15.63,0,Jan-89,1,6,0,23860,0.555,21,0,21.07142857
6698,3000,36 months,16.29,4 years,MORTGAGE,65000,Not Verified,Dec-11,other,336xx,FL,15.16,0,Jun-07,1,12,0,9089,0.602,18,1,4.516483516
6699,2000,36 months,13.72,10+ years,MORTGAGE,62004,Source Verified,Nov-10,other,301xx,GA,19.66,0,Jan-99,1,7,0,27526,0.99,15,0,11.87362637
6700,6000,36 months,12.87,10+ years,MORTGAGE,43200,Source Verified,Jun-11,home_improvement,726xx,AR,6.58,2,Oct-96,2,7,0,465,0.465,42,0,14.71428571
6701,3200,36 months,15.7,5 years,RENT,47515,Not Verified,Feb-10,moving,900xx,CA,2.32,0,Feb-06,0,6,0,2340,0.384,9,0,4.013736264
6702,15000,60 months,20.89,3 years,RENT,31000,Verified,Oct-11,debt_consolidation,601xx,IL,11.19,0,Nov-02,0,2,0,10362,0.803,4,0,8.945054945
6703,24250,60 months,12.61,< 1 year,MORTGAGE,54000,Verified,Jan-11,home_improvement,327xx,FL,16.71,0,Jun-01,0,7,0,3443,0.142,22,1,9.618131868
6704,6000,36 months,6.76,10+ years,MORTGAGE,70000,Not Verified,Mar-10,debt_consolidation,029xx,RI,11.49,0,Aug-94,0,15,0,10215,0.115,51,0,15.63461538
6705,1200,36 months,12.69,8 years,RENT,34000,Not Verified,Dec-11,vacation,912xx,CA,13.41,0,Jan-00,1,6,0,9040,0.942,30,1,11.95604396
6706,13000,60 months,20.03,10+ years,OWN,42000,Source Verified,Oct-10,debt_consolidation,080xx,NJ,20.11,0,Aug-97,1,3,1,9178,0.966,15,0,13.21153846
6707,5000,36 months,15.65,< 1 year,RENT,31075,Not Verified,Nov-09,debt_consolidation,405xx,KY,23.48,0,Sep-04,5,8,0,2700,0.75,20,0,5.184065934
6708,7750,36 months,7.51,10+ years,MORTGAGE,65000,Not Verified,Sep-10,debt_consolidation,110xx,NY,3.91,0,Sep-94,2,17,0,13481,0.181,25,0,16.05494505
6709,18000,36 months,7.88,n/a,OWN,36000,Verified,Aug-10,debt_consolidation,085xx,NJ,13.27,1,Sep-81,0,8,0,2304,0.118,30,0,29.01373626
6710,17000,36 months,16.02,4 years,MORTGAGE,100079,Verified,Apr-11,debt_consolidation,430xx,OH,18.62,0,Apr-94,2,12,0,64448,0.88,19,0,17.05769231
6711,5000,36 months,10.37,3 years,RENT,61000,Not Verified,Apr-11,debt_consolidation,910xx,CA,6.81,0,Dec-82,0,3,1,1755,0.566,8,0,28.42857143
6712,7500,60 months,7.51,8 years,MORTGAGE,60204,Not Verified,May-10,debt_consolidation,074xx,NJ,13.24,0,Feb-87,1,5,0,20647,0.551,20,0,23.32417582
6713,7000,60 months,8.9,n/a,MORTGAGE,25000,Not Verified,Dec-11,debt_consolidation,275xx,NC,15.17,0,Jul-84,0,8,0,14469,0.629,17,0,27.51098901
6714,21600,36 months,7.9,10+ years,RENT,112140,Source Verified,Oct-11,debt_consolidation,891xx,NV,5.72,0,Jun-95,2,12,0,12696,0.3,33,0,16.39010989
6715,4800,36 months,14.22,10+ years,RENT,120000,Source Verified,Mar-10,car,331xx,FL,14.47,0,Jan-99,0,16,0,13653,0.515,31,0,11.20054945
6716,30000,60 months,13.99,10+ years,MORTGAGE,135000,Source Verified,Jun-11,major_purchase,775xx,TX,2.27,0,Apr-92,1,9,0,8206,0.211,28,0,19.23076923
6717,10000,36 months,11.49,7 years,MORTGAGE,88560,Verified,Aug-11,debt_consolidation,900xx,CA,11.22,1,Mar-93,0,7,0,2757,0.835,20,0,18.48076923
6718,15200,36 months,12.21,1 year,OWN,50000,Verified,May-09,other,750xx,TX,7.25,0,Jan-98,3,8,0,2140,0.06,11,0,11.36813187
6719,6900,36 months,10.65,2 years,MORTGAGE,120000,Not Verified,Oct-11,debt_consolidation,775xx,TX,13.42,0,Aug-99,1,8,0,10793,0.705,27,0,12.20879121
6720,10475,36 months,14.38,3 years,RENT,54000,Not Verified,Dec-07,debt_consolidation,114xx,NY,4.33,0,Jun-95,4,6,0,21964,0.835,6,1,12.54395604
6721,3250,36 months,13.48,2 years,RENT,26400,Source Verified,May-10,debt_consolidation,978xx,OR,24,0,Jan-04,0,7,0,10769,0.897,9,0,6.351648352
6722,14000,36 months,11.26,9 years,RENT,52392,Not Verified,May-09,other,945xx,CA,18.16,0,May-01,0,7,0,17558,0.527,21,0,8.027472527
6723,12000,36 months,8.59,< 1 year,MORTGAGE,130000,Not Verified,Sep-09,home_improvement,605xx,IL,6.61,0,Oct-93,3,11,0,11867,0.214,37,0,15.97252747
6724,16750,36 months,14.96,5 years,RENT,24000,Source Verified,May-10,other,064xx,CT,2.8,0,Jun-06,1,4,0,2823,0.285,6,0,3.928571429
6725,25000,60 months,16.32,10+ years,MORTGAGE,104400,Verified,Dec-10,debt_consolidation,301xx,GA,24.39,0,Feb-01,1,12,0,57895,0.621,37,0,9.862637363
6726,23000,60 months,12.42,10+ years,MORTGAGE,39000,Verified,Oct-11,small_business,620xx,IL,7.88,0,Jan-94,1,10,0,6840,0.245,29,1,17.80769231
6727,16000,36 months,13.06,2 years,RENT,120000,Not Verified,Mar-11,small_business,900xx,CA,6.38,0,Oct-01,1,10,0,13503,0.419,16,0,9.445054945
6728,28000,36 months,7.49,2 years,RENT,85000,Verified,Aug-11,debt_consolidation,302xx,GA,23.84,0,Aug-98,0,10,0,9918,0.855,27,0,13.04395604
6729,4000,36 months,7.74,9 years,MORTGAGE,28500,Not Verified,Nov-09,major_purchase,906xx,CA,17.64,0,Jul-94,1,7,0,611,0.069,20,0,15.39010989
6730,16000,60 months,13.49,10+ years,RENT,33000,Not Verified,Oct-11,debt_consolidation,600xx,IL,18.36,0,Oct-98,1,6,0,4218,0.335,21,1,13.04395604
6731,1000,36 months,8.9,5 years,RENT,85000,Not Verified,Oct-11,debt_consolidation,105xx,NY,0.75,0,May-02,0,4,0,835,0.246,5,0,9.450549451
6732,7750,60 months,12.98,10+ years,MORTGAGE,26771.94,Not Verified,Dec-10,debt_consolidation,655xx,MO,21.2,0,Oct-96,2,6,0,4660,0.863,18,1,14.21428571
6733,15000,36 months,13.06,1 year,RENT,48000,Not Verified,Feb-11,credit_card,760xx,TX,20.85,0,Apr-06,0,9,0,18476,0.648,13,0,4.854395604
6734,5000,36 months,15.05,< 1 year,RENT,27000,Verified,Jul-09,debt_consolidation,361xx,AL,4.31,0,Jul-05,0,4,0,3329,0.951,4,1,4.013736264
6735,5000,36 months,9.99,9 years,MORTGAGE,65000,Source Verified,May-11,home_improvement,018xx,MA,16.62,0,Jul-04,0,6,0,3167,0.434,17,1,6.854395604
6736,3600,36 months,8,1 year,MORTGAGE,35004,Not Verified,Jul-09,major_purchase,074xx,NJ,2.23,0,Dec-96,1,14,0,5015,0.082,23,0,12.62362637
6737,5000,36 months,6.17,7 years,MORTGAGE,65004,Verified,Dec-10,home_improvement,917xx,CA,17.83,0,Sep-94,0,18,0,32944,0.125,43,0,16.30494505
6738,5000,36 months,5.79,7 years,RENT,66240,Verified,Nov-10,other,100xx,NY,9.18,0,Jan-99,0,10,0,7351,0.545,22,0,11.87362637
6739,12000,36 months,10.25,< 1 year,RENT,31000,Not Verified,Apr-10,debt_consolidation,235xx,VA,24.81,0,Jul-01,1,10,0,12113,0.662,16,0,8.78021978
6740,2800,36 months,10.37,5 years,RENT,35000,Source Verified,Mar-11,debt_consolidation,900xx,CA,23.14,0,Apr-05,0,5,0,1268,0.746,6,0,5.934065934
6741,12375,36 months,14.27,10+ years,RENT,36000,Not Verified,Dec-11,credit_card,016xx,MA,23.03,0,Mar-01,1,5,0,13697,0.913,5,0,10.78846154
6742,12000,60 months,13.49,2 years,RENT,32400,Not Verified,Oct-11,debt_consolidation,933xx,CA,16.22,0,Jun-02,1,8,0,8347,0.482,15,1,9.365384615
6743,1800,36 months,16.02,9 years,RENT,50960,Verified,Apr-11,small_business,362xx,AL,4.19,0,Jan-88,0,2,0,0,0,32,0,23.32692308
6744,15000,36 months,14.83,10+ years,RENT,88000,Source Verified,Dec-10,debt_consolidation,105xx,NY,17.32,1,Nov-54,2,3,0,0,0.0485,22,0,56.27472527
6745,2000,36 months,7.49,5 years,RENT,19728,Not Verified,May-11,major_purchase,531xx,WI,8.09,0,Dec-01,0,4,0,719,0.3,9,0,9.445054945
6746,4000,36 months,11.89,2 years,RENT,14000,Verified,Jun-09,other,030xx,NH,8.23,0,Sep-03,1,7,0,3347,0.797,9,0,5.769230769
6747,24000,36 months,13.11,1 year,RENT,105400,Verified,Apr-10,educational,021xx,MA,0.34,0,Oct-00,1,2,0,1218,0.271,8,0,9.53021978
6748,3000,36 months,11.14,1 year,RENT,24000,Not Verified,Oct-09,credit_card,618xx,IL,8.7,0,Sep-04,0,5,0,6941,0.392,5,0,5.098901099
6749,35000,60 months,20.62,5 years,MORTGAGE,95000,Verified,May-11,debt_consolidation,923xx,CA,19.1,0,Jun-03,3,10,0,6261,0.737,19,0,7.942307692
6750,8000,60 months,21.67,4 years,RENT,45000,Verified,Dec-11,other,114xx,NY,6.69,0,Nov-08,1,4,0,2975,0.726,5,0,3.090659341
6751,5500,36 months,15.68,1 year,MORTGAGE,68000,Source Verified,May-09,home_improvement,554xx,MN,11.42,1,Dec-98,0,6,1,10311,0.889,6,0,10.45054945
6752,25000,36 months,10.71,< 1 year,MORTGAGE,52000,Not Verified,Mar-08,credit_card,300xx,GA,11.86,0,Jul-03,0,5,0,6088,0.083,8,1,4.684065934
6753,8000,36 months,10.38,10+ years,MORTGAGE,80100,Source Verified,Jul-10,other,176xx,PA,8.09,0,May-00,2,9,0,18909,0.666,14,0,10.20054945
6754,1500,36 months,14.46,3 years,RENT,41004,Not Verified,Nov-10,debt_consolidation,605xx,IL,24.06,0,Sep-98,5,3,0,0,0,22,1,12.20879121
6755,7000,36 months,16.08,10+ years,MORTGAGE,189500,Verified,Apr-08,debt_consolidation,956xx,CA,22.47,0,Jul-88,4,16,0,150971,0.923,31,1,19.81868132
6756,4000,36 months,6.62,3 years,RENT,65000,Not Verified,Sep-11,debt_consolidation,840xx,UT,7.92,0,Sep-05,2,6,0,1696,0.22,12,0,6.019230769
6757,7000,36 months,10,10+ years,MORTGAGE,59020.51,Verified,Jan-11,debt_consolidation,923xx,CA,19.8,0,Jan-96,2,6,0,20484,0.819,24,0,15.0521978
6758,8400,36 months,7.88,2 years,RENT,55000,Not Verified,Mar-10,debt_consolidation,021xx,MA,10.08,0,Feb-97,0,5,0,8195,0.41,27,0,13.12087912
6759,18000,36 months,10.74,10+ years,MORTGAGE,120000,Verified,Feb-11,debt_consolidation,190xx,PA,11.81,0,May-96,0,14,0,14126,0.612,33,0,14.80494505
6760,6000,60 months,7.29,6 years,MORTGAGE,78996,Source Verified,Mar-11,car,335xx,FL,19.47,0,Jun-76,0,14,0,2994,0.055,30,0,34.86538462
6761,14000,60 months,13.99,7 years,MORTGAGE,82420,Verified,Jul-11,debt_consolidation,541xx,WI,20.54,0,Jan-96,1,14,0,27479,0.332,41,0,15.54945055
6762,5200,60 months,8.9,n/a,RENT,36000,Source Verified,Nov-11,vacation,109xx,NY,8.17,0,Sep-64,0,6,0,465,0.022,25,0,47.32692308
6763,12000,60 months,18.39,10+ years,MORTGAGE,63600,Source Verified,Jun-11,major_purchase,655xx,MO,20.51,0,Feb-97,1,5,0,15214,0.975,42,1,14.37637363
6764,16000,60 months,17.88,4 years,RENT,48000,Source Verified,Feb-11,credit_card,907xx,CA,16.45,0,Jan-02,1,10,0,14901,0.955,16,0,9.115384615
6765,10000,36 months,12.84,1 year,RENT,51000,Verified,May-09,debt_consolidation,324xx,FL,20,0,Oct-01,5,13,0,10639,0.546,43,0,7.607142857
6766,4500,60 months,13.06,5 years,MORTGAGE,48000,Not Verified,Apr-11,car,334xx,FL,9.28,0,Nov-04,3,7,0,14126,0.581,8,0,6.434065934
6767,25000,60 months,19.41,10+ years,MORTGAGE,83000,Not Verified,Oct-10,debt_consolidation,440xx,OH,15.64,0,Jul-99,4,3,0,491,0.982,27,0,11.29120879
6768,8325,36 months,13.49,4 years,RENT,31200,Source Verified,Oct-11,debt_consolidation,300xx,GA,23.92,0,Oct-06,0,8,0,3682,0.624,24,0,5.016483516
